source_id,person_id,source_url,source_type,source_title,date_accessed,fact_supported,source_extract_or_summary,source_quality
src-0012,,https://www.linkedin.com/in/illana-helman-ca-sa-1279b117/,LinkedIn,,2026-09-18,"Illana Helman CA(SA): Senior Finance Business Partner (Group IT), Massmart; SAP ERP operations; 14y commercial + 5y audit.","Illana Helman CA(SA): Senior Finance Business Partner (Group IT), Massmart; SAP ERP operations; 14y commercial + 5y audit.",STRONG
src-0013,,https://www.accountancysa.org.za/casa-profiles/,Professional Body,,2026-09-18,Accountancy SA (SAICA magazine) 'CA(SA) Profiles' index — dozens of named CAs(SA) with employer/title/articles wording.,Accountancy SA (SAICA magazine) 'CA(SA) Profiles' index — dozens of named CAs(SA) with employer/title/articles wording.,PRIMARY
src-0014,,https://www.accountancysa.org.za/profile-public-sector-polani-sokombela/,Professional Body,,2026-09-18,Polani Sokombela CA(SA): CFO AGSA (Mar 2022); trainee accountant at AGSA from 2007.,Polani Sokombela CA(SA): CFO AGSA (Mar 2022); trainee accountant at AGSA from 2007.,PRIMARY
src-0015,,https://www.accountancysa.org.za/profile-jody-baumgarten/,Professional Body,,2026-09-18,Jody Baumgarten: CFO Wonga; PwC articles; Dubai World Holdings; co-owner Wonga SA from 2019.,Jody Baumgarten: CFO Wonga; PwC articles; Dubai World Holdings; co-owner Wonga SA from 2019.,PRIMARY
src-0016,,https://charteredaccountantsworldwide.com/institute/the-south-african-institute-of-chartered-accountants/,Professional Body,,2026-09-18,Mpho Mookapele CA(SA) EWSETA CEO; SAICA regional office structure.,Mpho Mookapele CA(SA) EWSETA CEO; SAICA regional office structure.,PRIMARY
src-0017,,https://www.linkedin.com/in/manenzhe-manenzhe-fcca-a80079150/,LinkedIn,,2026-09-18,Manenzhe Manenzhe FCCA (credential 0661296): ACCA SA council member; led IRBA/ACCA accreditation.,Manenzhe Manenzhe FCCA (credential 0661296): ACCA SA council member; led IRBA/ACCA accreditation.,STRONG
src-0018,,https://www.postjobfree.com/resume/aeheo9/experienced-internal-with-johannesburg,CV,,2026-09-18,"Vijedharsan Vijendranath FCCA (UK): internal audit career (Lonrho, Car Track/Hudaco, Audit Jet); BCompt Hons UNISA; BCom UP.","Vijedharsan Vijendranath FCCA (UK): internal audit career (Lonrho, Car Track/Hudaco, Audit Jet); BCompt Hons UNISA; BCom UP.",STRONG
src-0019,,https://www.aicpa-cima.com/news/article/new-generation-of-south-african-accounting-and-finance-professionals-receive,Professional Body,,2026-09-18,"Tariro Mutizwa ACMA, CGMA — VP Africa (CIMA); CGMA convocation Johannesburg (Jun 2025).","Tariro Mutizwa ACMA, CGMA — VP Africa (CIMA); CGMA convocation Johannesburg (Jun 2025).",PRIMARY
src-0020,,https://www.saica.org.za/members/member-networks/regional-representation/regional-executives/,Professional Body,,2026-09-18,"SAICA regional executives: Ciara Reintjes / Christiaan Vorster / Naeem Asvat / Div Lamprecht — CAs(SA) with explicit articles (KPMG Windhoek, Deloitte Pretoria, PwC Bloemfontein).","SAICA regional executives: Ciara Reintjes / Christiaan Vorster / Naeem Asvat / Div Lamprecht — CAs(SA) with explicit articles (KPMG Windhoek, Deloitte Pretoria, PwC Bloemfontein).",PRIMARY
src-0021,,https://lkwetepane.findanaccountant.co.za/,Directory,,2026-09-18,Lesetja Kwetepane: Professional Accountant (SA) SAIPA 35510; Professional Tax Practitioner (SA); Independent Reviewer; Polokwane.,Lesetja Kwetepane: Professional Accountant (SA) SAIPA 35510; Professional Tax Practitioner (SA); Independent Reviewer; Polokwane.,MODERATE
src-0022,,https://www.streets.uk/our-offices/cape-town-south-africa/,Employer Website,,2026-09-18,"Streets Cape Town leadership: Alexis Sacks & Dave Rich (B. Comm CA(SA)); Fatima Bapukee (Chartered Accountant (SA) PG Dip Tax); Juanita Roman (PG Dip Tax, no designation).","Streets Cape Town leadership: Alexis Sacks & Dave Rich (B. Comm CA(SA)); Fatima Bapukee (Chartered Accountant (SA) PG Dip Tax); Juanita Roman (PG Dip Tax, no designation).",STRONG
src-0023,,https://mca-acc.co.za/,Employer Website,,2026-09-18,McA Inc. team: Uwe Birkenstock & Juan Spies CA(SA); Lézanne Dirkse van Schalkwyk AGA(SA); Justin Stohr & Trevor McLachlan SAIPA.,McA Inc. team: Uwe Birkenstock & Juan Spies CA(SA); Lézanne Dirkse van Schalkwyk AGA(SA); Justin Stohr & Trevor McLachlan SAIPA.,STRONG
src-0024,,https://www.linkedin.com/in/ashleyhanekom/,LinkedIn,,2026-09-18,"Ashley Hanekom CA(SA) (issued Dec 2015, SAICA), Superside, Cape Town.","Ashley Hanekom CA(SA) (issued Dec 2015, SAICA), Superside, Cape Town.",STRONG
src-0025,,https://www.linkedin.com/in/neil-fourie-aga-sa-2a125b204/,LinkedIn,,2026-09-18,"Neil Fourie AGA(SA), Brenn-O-Kem; PwC SAICA articles 2016–2021.","Neil Fourie AGA(SA), Brenn-O-Kem; PwC SAICA articles 2016–2021.",STRONG
src-0026,,https://www.linkedin.com/in/lian-du-plessis-aga-sa-177375149/,LinkedIn,,2026-09-18,"Lian du Plessis AGA(SA), Cape Chamber of Commerce & Industry.","Lian du Plessis AGA(SA), Cape Chamber of Commerce & Industry.",STRONG
src-0027,,https://www.linkedin.com/in/nastassja-nel-71a15364/,LinkedIn,,2026-09-18,"Nastassja Nel AGA(SA), Schoemans auditors Cape Town; articles completed 2017.","Nastassja Nel AGA(SA), Schoemans auditors Cape Town; articles completed 2017.",STRONG
src-0028,,https://www.linkedin.com/in/ashley-du-plessis-ba99a716b/,LinkedIn,,2026-09-18,"Ashley Du Plessis AGA(SA) (SAICA Feb 2023), Paarl.","Ashley Du Plessis AGA(SA) (SAICA Feb 2023), Paarl.",STRONG
src-0029,,https://www.sableinternational.com/about-us/meet-the-team/accounting-team,Employer Website,,2026-09-18,Alan Robbins: completed articles in Cape Town; Accounting Director Sable International.,Alan Robbins: completed articles in Cape Town; Accounting Director Sable International.,STRONG
src-0030,,https://www.linkedin.com/in/peet-van-der-merwe-ca-sa-ra-8320b7a6/,LinkedIn,,2026-09-18,"Peet van der Merwe CA(SA) RA — Forvis Mazars, Bloemfontein.","Peet van der Merwe CA(SA) RA — Forvis Mazars, Bloemfontein.",STRONG
src-0031,,https://www.linkedin.com/in/lynette-roeloffze-ca-sa-ra-0637aa13/,LinkedIn,,2026-09-18,"Lynette Roeloffze CA(SA), RA — Forvis Mazars Group, Johannesburg.","Lynette Roeloffze CA(SA), RA — Forvis Mazars Group, Johannesburg.",STRONG
src-0032,,https://vox.sageone.co.za/find-an-accountant,Directory,,2026-09-18,"Sage One adviser directory (Vox) — Alana Johns PA(SA) & tax practitioner, SAIPA/SARS registered, Western Cape.","Sage One adviser directory (Vox) — Alana Johns PA(SA) & tax practitioner, SAIPA/SARS registered, Western Cape.",STRONG
src-0033,,https://mtn.sageone.co.za/find-an-accountant,Directory,,2026-09-18,"Sage One adviser directory (MTN) — Mark Augustine Professional Accountant (SA), Western Cape.","Sage One adviser directory (MTN) — Mark Augustine Professional Accountant (SA), Western Cape.",STRONG
src-0034,,https://www.linkedin.com/in/vincent-motholo-ca-sa-842b7613/,LinkedIn,,2026-09-18,Vincent Motholo CA(SA) — CFO University of Cape Town; SAICA Board Chairman.,Vincent Motholo CA(SA) — CFO University of Cape Town; SAICA Board Chairman.,STRONG
src-0035,,https://www.linkedin.com/in/louisdewetza/,LinkedIn,,2026-09-18,Louis de Wet CA(SA) — CFO TradeOn SA; PwC SAICA articles 2011–2013 (Cape Town).,Louis de Wet CA(SA) — CFO TradeOn SA; PwC SAICA articles 2011–2013 (Cape Town).,STRONG
src-0036,,https://www.linkedin.com/in/a3aandl/,LinkedIn,,2026-09-18,"Adriaan de Lange CA(SA) — executive leader (CEO/COO/CFO), Cape Town.","Adriaan de Lange CA(SA) — executive leader (CEO/COO/CFO), Cape Town.",STRONG
src-0037,,https://www.linkedin.com/in/vanessa-rheeder-ca-sa/,LinkedIn,,2026-09-18,"Vanessa Rheeder CA(SA) — fractional CFO, The Modern CFO, Cape Town.","Vanessa Rheeder CA(SA) — fractional CFO, The Modern CFO, Cape Town.",STRONG
src-0038,,https://www.linkedin.com/in/nethin/,LinkedIn,,2026-09-18,"Nethin Karamchand CA(SA) (SAICA credential ID 20053119), Deloitte, Cape Town.","Nethin Karamchand CA(SA) (SAICA credential ID 20053119), Deloitte, Cape Town.",STRONG
src-0039,,https://www.linkedin.com/in/bronvin-heuvel-ca-sa-ra-7b2475a9/,LinkedIn,,2026-09-18,"Bronvin Heuvel CA(SA) RA — KPMG, Cape Town.","Bronvin Heuvel CA(SA) RA — KPMG, Cape Town.",STRONG
src-0040,,https://www.linkedin.com/in/morgan-gregory-ca-sa-64046117b/,LinkedIn,,2026-09-18,Morgan Gregory CA(SA) — CFO MK Aerospace SA; ASL SAICA articles 2016–2018 (Somerset West).,Morgan Gregory CA(SA) — CFO MK Aerospace SA; ASL SAICA articles 2016–2018 (Somerset West).,STRONG
src-0041,,https://www.linkedin.com/in/chrizelda-visser-acma-cgma-3671b454/,LinkedIn,,2026-09-18,"Chrizelda Visser ACMA,CGMA — Group Financial Manager, Curated Beverages; CIMA registered Oct 2015.","Chrizelda Visser ACMA,CGMA — Group Financial Manager, Curated Beverages; CIMA registered Oct 2015.",STRONG
src-0042,,https://www.linkedin.com/in/kyle-danster/,LinkedIn,,2026-09-18,"Kyle Danster ACMA,CGMA — Curro Holdings, Cape Town.","Kyle Danster ACMA,CGMA — Curro Holdings, Cape Town.",STRONG
src-0043,,https://www.linkedin.com/in/anton-van-niekerk-acma-b7503b87/,LinkedIn,,2026-09-18,"Anton van Niekerk ACMA — Finance Director, Snapplify, Cape Town.","Anton van Niekerk ACMA — Finance Director, Snapplify, Cape Town.",STRONG
src-0044,,https://www.linkedin.com/in/adrian-smith-acma-cgma-30942b59/,LinkedIn,,2026-09-18,"Adrian Smith ACMA,CGMA — Head of Finance, Bounty Apparel, Cape Town.","Adrian Smith ACMA,CGMA — Head of Finance, Bounty Apparel, Cape Town.",STRONG
src-0045,,https://www.linkedin.com/in/luke-woodhouse-ca-sa-b31a0149/,LinkedIn,,2026-09-18,Luke Woodhouse CA(SA) — CFO GUUD GLOBAL; profile location Johannesburg.,Luke Woodhouse CA(SA) — CFO GUUD GLOBAL; profile location Johannesburg.,STRONG
src-0046,,https://www.researchgate.net/profile/Elmarie-Swanepoel,Profile/Directory,,2026-09-18,"Elmarie Swanepoel — Faculty Member, Stellenbosch University Department of Accountancy (CA(SA) per LinkedIn similar-profile headline).","Elmarie Swanepoel — Faculty Member, Stellenbosch University Department of Accountancy (CA(SA) per LinkedIn similar-profile headline).",STRONG
src-0047,,https://tfglimited.co.za/our-brands/,Employer Website,,2026-09-18,"TFG board profiles: Ralph Buddle (Exec Director/CFO, CA(SA)); Graham Davin (BCom BAcc CA(SA) MBA — Arthur Andersen JHB); Jan Potgieter (chartered accountant).","TFG board profiles: Ralph Buddle (Exec Director/CFO, CA(SA)); Graham Davin (BCom BAcc CA(SA) MBA — Arthur Andersen JHB); Jan Potgieter (chartered accountant).",STRONG
src-0048,,https://www.linkedin.com/in/owen-van-tonder-ca-sa-a8482131/,LinkedIn,,2026-09-18,"Owen van Tonder CA(SA) — CFO Fashion, Beauty & Home, Woolworths.","Owen van Tonder CA(SA) — CFO Fashion, Beauty & Home, Woolworths.",STRONG
src-0049,,https://www.businessday.co.za/bd/companies/retail-and-consumer/2023-11-21-woolworths-names-zaid-manjra-as-cfo/,News,,2026-09-18,"Zaid Manjra chartered accountant — Woolworths CFO (BusinessDay, 21 Nov 2023).","Zaid Manjra chartered accountant — Woolworths CFO (BusinessDay, 21 Nov 2023).",STRONG
src-0050,,https://cfo.co.za/articles/fd-zaid-manjra-proud-to-be-part-of-woolworths-new-leadership-team/,News,,2026-09-18,"Zaid Manjra a qualified CA(SA), 30+ years, Woolworths FD (cfo.co.za).","Zaid Manjra a qualified CA(SA), 30+ years, Woolworths FD (cfo.co.za).",STRONG
src-0051,,https://www.linkedin.com/in/edburg-strauss/,LinkedIn,,2026-09-18,"Edburg Strauss CA(SA) — MD netCFO, Pretoria; University of Pretoria.","Edburg Strauss CA(SA) — MD netCFO, Pretoria; University of Pretoria.",STRONG
src-0052,,https://www.linkedin.com/in/kobus-boshoff-0a510888/,LinkedIn,,2026-09-18,"Kobus Boshoff CA(SA) (SAICA, issued Jun 1982) — MD Boshoff Knoetze, Somerset West.","Kobus Boshoff CA(SA) (SAICA, issued Jun 1982) — MD Boshoff Knoetze, Somerset West.",STRONG
src-0053,,https://www.kbgen.co.za/about-accounting,Employer Website,,2026-09-18,Boshoff Knoetze: family of chartered accountants; Kobus Boshoff founding history.,Boshoff Knoetze: family of chartered accountants; Kobus Boshoff founding history.,STRONG
src-0054,,https://www.facebook.com/EmmaPardoeCA/,Employer Website,,2026-09-18,"Emma Pardoe Chartered Accountant (SA) & Registered Auditor, Somerset West.","Emma Pardoe Chartered Accountant (SA) & Registered Auditor, Somerset West.",STRONG
src-0055,,https://shopbiz.co.za/western-cape/somerset-west/accountants/,Directory,,2026-09-18,"Johan Coetzee (Callidus) — registered Chartered Accountant, IRBA RA, tax practitioner.","Johan Coetzee (Callidus) — registered Chartered Accountant, IRBA RA, tax practitioner.",STRONG
src-0056,,http://download.psg.co.za/files/investor-relations/financial-information/PSG-Konsult-Ltd-Integrated-Report-FY-2015.pdf,Annual Report,,2026-09-18,"Willem Theron BCompt (Hons), CA(SA) — PSG Konsult chairman; founder of Theron du Plessis and PSG.","Willem Theron BCompt (Hons), CA(SA) — PSG Konsult chairman; founder of Theron du Plessis and PSG.",STRONG
src-0057,,https://ldp.co.za/our-team/,Employer Website,,2026-09-18,"LDP team page: André Du Plessis, Iaan Marx, Francois Joubert, Johann van Rensburg, Jana Goosen, Willene van Zyl, Emile de Villiers, Cornell van Eeden, Jana van Zyl, Nadia Van Der Westhuizen, Thinus Le Roux, Alicia Haasbroek (CA(SA)/RA wording per person).","LDP team page: André Du Plessis, Iaan Marx, Francois Joubert, Johann van Rensburg, Jana Goosen, Willene van Zyl, Emile de Villiers, Cornell van Eeden, Jana van Zyl, Nadia Van Der Westhuizen, Thinus Le Roux, Alicia Haasbroek (CA(SA)/RA wording per person).",STRONG
src-0058,,https://www.bdo.co.za/en-za/our-people/bonga-mokoena,Employer Website,,2026-09-18,"Bonga Mokoena CA(SA) — CEO BDO South Africa (BCom Wits, CTA UNISA, MBL, LLB).","Bonga Mokoena CA(SA) — CEO BDO South Africa (BCom Wits, CTA UNISA, MBL, LLB).",STRONG
src-0059,,https://corporatenetwork.glueup.com/event/60747/,Event listing,,2026-09-18,"Bonga Mokoena — 'As a qualified CA(SA), Mokoena spent much of his career as an internal auditor at Nedcor, Metrorail and Transnet before Old Mutual'.","Bonga Mokoena — 'As a qualified CA(SA), Mokoena spent much of his career as an internal auditor at Nedcor, Metrorail and Transnet before Old Mutual'.",STRONG
src-0060,,https://www.bdo.co.za/en-za/our-people/imtiaaz-hashim,Employer Website,,2026-09-18,"Imtiaaz Hashim — Cape Town Managing Partner, BDO; Chartered Accountant South Africa; SAICA/IRBA/JSE RA.","Imtiaaz Hashim — Cape Town Managing Partner, BDO; Chartered Accountant South Africa; SAICA/IRBA/JSE RA.",STRONG
src-0061,,https://www.bdo.co.za/en-za/our-people/mark-willimott,Employer Website,,2026-09-18,"Mark Willimott — Founding Partner, BDO; Chartered Accountant South Africa; BAcc Hons UPE.","Mark Willimott — Founding Partner, BDO; Chartered Accountant South Africa; BAcc Hons UPE.",STRONG
src-0062,,https://jleroux03.findanaccountant.co.za/,Directory,,2026-09-18,"Johan le Roux CA(SA) profile — SAICA no. 00182803; Graduate Diploma Accounting UCT; systems: Sage 50cloud Pastel, Draftworx.","Johan le Roux CA(SA) profile — SAICA no. 00182803; Graduate Diploma Accounting UCT; systems: Sage 50cloud Pastel, Draftworx.",STRONG
src-0063,,https://www.findanaccountant.co.za/content_interview-johan-le-roux,Directory/Interview,,2026-09-18,"Johan le Roux interview — CA(SA), Milnerton; software: Sage 50cloud Pastel, Office 365, Draftworx.","Johan le Roux interview — CA(SA), Milnerton; software: Sage 50cloud Pastel, Office 365, Draftworx.",STRONG
src-0064,,https://www.linkedin.com/in/zandrea-gerber-ca-sa-99a5a475/,LinkedIn,,2026-09-18,Zandrea Gerber CA(SA) — Finance Manager Pay@; SAICA member; Stellenbosch BAcc + Hons.,Zandrea Gerber CA(SA) — Finance Manager Pay@; SAICA member; Stellenbosch BAcc + Hons.,STRONG
src-0065,,https://www.linkedin.com/in/ashlin-healy-ca-sa-130238103/,LinkedIn,,2026-09-18,"Ashlin Healy CA(SA) — Deloitte, Cape Town; 9+ years audit & accounting.","Ashlin Healy CA(SA) — Deloitte, Cape Town; 9+ years audit & accounting.",STRONG
src-0066,,https://www.linkedin.com/in/matthew-lindsay-ca-sa-0ba022100/,LinkedIn,,2026-09-18,"Source of 'André Huysamer AGA(SA) — Kula, Worcester' similar-profile entry (also Matthew Lindsay CA(SA), BDO SA).","Source of 'André Huysamer AGA(SA) — Kula, Worcester' similar-profile entry (also Matthew Lindsay CA(SA), BDO SA).",STRONG
src-0067,,https://za.linkedin.com/in/valentine-dzvova,LinkedIn,,2026-09-18,"Valentine Dzvova CA(SA), CIA, ACMA, CGMA, Cert.Dir® — AYO Technology Solutions, Cape Town.","Valentine Dzvova CA(SA), CIA, ACMA, CGMA, Cert.Dir® — AYO Technology Solutions, Cape Town.",STRONG
src-0068,,https://za.linkedin.com/in/mieke-hoffman,LinkedIn,,2026-09-18,"Mieke Hoffman ACMA, CGMA — The Fieldbar Co., Cape Town.","Mieke Hoffman ACMA, CGMA — The Fieldbar Co., Cape Town.",STRONG
src-0069,,https://www.linkedin.com/in/dylinkuni/,LinkedIn,,2026-09-18,"Dylin Kuni ACMA, CGMA — M+C Saatchi Group; Associate CIMA.","Dylin Kuni ACMA, CGMA — M+C Saatchi Group; Associate CIMA.",STRONG
src-0070,,https://quantumfoods.co.za/governance/,Employer Website,,2026-09-22,"Quantum Foods board: André Hugo Muller CFO, CA(SA); other CA(SA) NEDs listed.","Quantum Foods board: André Hugo Muller CFO, CA(SA); other CA(SA) NEDs listed.",PRIMARY
src-0071,,https://cfo.co.za/profiles/andre-muller/,Company Biography,,2026-09-22,André Muller CFO Quantum Foods; CA(SA); B.Acc Hons Stellenbosch; career history.,André Muller CFO Quantum Foods; CA(SA); B.Acc Hons Stellenbosch; career history.,STRONG
src-0072,,https://www.linkedin.com/in/andre-muller-0651b827/,LinkedIn,,2026-09-22,André Muller LinkedIn — Quantum Foods CFO.,André Muller LinkedIn — Quantum Foods CFO.,STRONG
src-0073,,https://novus.holdings/about/board-members/,Employer Website,,2026-09-22,Novus board bios: Kim Julies CA(SA) PwC articles; Keshree Alwar CA; Craig Wright context.,Novus board bios: Kim Julies CA(SA) PwC articles; Keshree Alwar CA; Craig Wright context.,PRIMARY
src-0074,,https://cfo.co.za/articles/novus-holdings-appoints-kim-julies-as-group-cfo/,News,,2026-09-22,Kim Julies appointed Group CFO effective 1 Jan 2026; Craig Wright resigns CFO 31 Dec 2025.,Kim Julies appointed Group CFO effective 1 Jan 2026; Craig Wright resigns CFO 31 Dec 2025.,STRONG
src-0075,,https://novus.holdings/wp-content/uploads/2024/06/IAR24-Annual-Financial-Statements-v_Final.pdf,Annual Report,,2026-09-22,AFS 2024 supervised by Craig Wright CA(SA).,AFS 2024 supervised by Craig Wright CA(SA).,PRIMARY
src-0076,,https://novus.holdings/novus-holdings-appoints-new-chief-financial-officer-2/,Employer Website,,2026-09-22,Keshree Alwar CA(SA) SAICA 2010; Group CFO from Sep 2021.,Keshree Alwar CA(SA) SAICA 2010; Group CFO from Sep 2021.,PRIMARY
src-0077,,https://www.marketscreener.com/quote/stock/NOVUS-HOLDINGS-LIMITED-22213288/news/Novus-Holdings-Limited-Announces-Chief-Financial-Officer-Changes-44404046/,News,,2026-09-22,Craig Wright CA appointed Group CFO Aug 2023; Keshree to MML CEO.,Craig Wright CA appointed Group CFO Aug 2023; Keshree to MML CEO.,STRONG
src-0078,,https://theorg.com/org/food-lovers-market-holdings/org-chart/yolanda-louw,Company Biography,,2026-09-22,Yolanda Louw CFO FLM; SAICA & CIMA member; NMU degree; KPMG/Andersen path.,Yolanda Louw CFO FLM; SAICA & CIMA member; NMU degree; KPMG/Andersen path.,STRONG
src-0079,,https://www.linkedin.com/in/yolanda-louw-875193a0/,LinkedIn,,2026-09-22,Yolanda Louw — Food Lover's Market Holdings; SAICA education.,Yolanda Louw — Food Lover's Market Holdings; SAICA education.,STRONG
src-0080,,https://za.linkedin.com/in/jp-du-toit-ca-sa-012989a4/,LinkedIn,,2026-09-22,JP du Toit CA(SA) — Group Finance Manager FLM; BAccHons Stellenbosch.,JP du Toit CA(SA) — Group Finance Manager FLM; BAccHons Stellenbosch.,STRONG
src-0081,,https://theorg.com/org/food-lovers-market-holdings,Directory,,2026-09-22,FLM org: Yolanda Louw CFO; Mc Stoman CA Financial Controller; Jp du Toit Ca Group Finance Manager.,FLM org: Yolanda Louw CFO; Mc Stoman CA Financial Controller; Jp du Toit Ca Group Finance Manager.,STRONG
src-0082,,https://www.zoominfo.com/p/Mc-Stoman/8715118211,Directory,,2026-09-22,Mc Stoman Financial Controller FLM; Mazars/KPMG; NWU CTA.,Mc Stoman Financial Controller FLM; Mazars/KPMG; NWU CTA.,STRONG
src-0083,,https://www.tcta.co.za/wp-content/uploads/2026/01/TCTA-CFO-Wins-Award.pdf,Employer Website,,2026-09-22,Andisa Zinja CA(SA) MPhil CFO TCTA; Public Sector CFO of the Year 2025.,Andisa Zinja CA(SA) MPhil CFO TCTA; Public Sector CFO of the Year 2025.,PRIMARY
src-0084,,https://cfo.co.za/articles/trans-caledon-tunnel-authority-cfo-andisa-zinja-is-tunnelling-a-new-vision/,News,,2026-09-22,Andisa Zinja TCTA CFO profile June 2026.,Andisa Zinja TCTA CFO profile June 2026.,STRONG
src-0085,,https://nationalgovernment.co.za/units/management/290/trans-caledon-tunnel-authority-tcta,Directory,,2026-09-22,TCTA management: CFO Andisa Zinja; Financial Controller Wendy Nkambule.,TCTA management: CFO Andisa Zinja; Financial Controller Wendy Nkambule.,STRONG
src-0086,,https://cfo.co.za/articles/cticc-appoints-wayne-de-wet-as-new-cfo/,News,,2026-09-22,Wayne de Wet CA appointed CTICC CFO; BAccSci + Hons.,Wayne de Wet CA appointed CTICC CFO; BAccSci + Hons.,STRONG
src-0087,,https://nationalgovernment.co.za/units/management/194/water-research-commission-wrc,Directory,,2026-09-22,WRC CFO Mr Fazel Ismail.,WRC CFO Mr Fazel Ismail.,STRONG
src-0088,,https://za.linkedin.com/in/fritzgrobbelaar/,LinkedIn,,2026-09-22,Fritz Grobbelaar CFO Premier FMCG; SAICA education.,Fritz Grobbelaar CFO Premier FMCG; SAICA education.,STRONG
src-0089,,https://rocketreach.co/saleh-coovadia-email_240579142,Directory,,2026-09-22,Saleh Coovadia CA(SA) 1997; Finance Manager Tshikululu.,Saleh Coovadia CA(SA) 1997; Finance Manager Tshikululu.,STRONG
src-0090,,https://www.datanyze.com/companies/hisense/371690770,Directory,,2026-09-22,Hisense SA: Phakama Mgole Head of Finance; Aaron Wang listed CFO (verify).,Hisense SA: Phakama Mgole Head of Finance; Aaron Wang listed CFO (verify).,STRONG
src-0091,,https://rocketreach.co/hisense-south-africa-management_b5d91db5f42e5d18,Directory,,2026-09-22,Hisense SA management incl. Phakama Head of Finance; Leandra Malan Financial Accountant.,Hisense SA management incl. Phakama Head of Finance; Leandra Malan Financial Accountant.,STRONG
